ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
HG02136 HG04026 4 15.003 2 KHV EAS 2 ITU SAS
HG02137 HG02031 6 15.736 1 KHV EAS 2 KHV EAS
HG02138 NA19663 7 16.943 1 KHV EAS 2 MXL AMR
HG02139 HG02026 9 26.487 2 KHV EAS 1 KHV EAS
HG02140 NA19087 5 13.999 2 KHV EAS 2 JPT EAS
HG02141 HG02079 5 16.282 1 KHV EAS 1 KHV EAS
HG02142 NA19055 7 18.927 2 KHV EAS 1 JPT EAS
HG02143 HG02283 19 54.297 1 ACB AFR 1 ACB AFR
HG02144 HG03571 6 17.529 2 ACB AFR 1 MSL AFR
HG02146 HG02292 8 24.945 1 PEL AMR 2 PEL AMR
HG02147 HG01942 9 25.353 2 PEL AMR 2 PEL AMR
HG02150 HG02266 7 22.781 1 PEL AMR 2 PEL AMR
HG02151 HG01816 21 62.016 2 CDX EAS 1 CDX EAS
HG02152 HG01816 7 22.341 2 CDX EAS 1 CDX EAS
HG02153 HG02188 15 44.652 2 CDX EAS 2 CDX EAS
HG02154 HG02166 12 38.877 2 CDX EAS 2 CDX EAS
HG02155 HG02184 9 21.036 2 CDX EAS 2 CDX EAS
HG02156 HG02380 49 160.918 2 CDX EAS 1 CDX EAS
HG02164 HG01804 8 20.706 2 CDX EAS 2 CDX EAS
HG02165 HG02395 7 19.891 2 CDX EAS 1 CDX EAS
HG02166 HG02154 12 38.877 2 CDX EAS 2 CDX EAS
HG02178 HG02190 5 15.229 2 CDX EAS 2 CDX EAS
HG02179 HG01795 53 144.966 2 CDX EAS 2 CDX EAS
HG02180 HG01811 5 16.77 2 CDX EAS 1 CDX EAS
HG02181 HG01531 6 17.86 2 CDX EAS 2 IBS EUR
HG02182 HG02380 20 58.586 2 CDX EAS 1 CDX EAS
HG02184 HG01804 8 22.001 2 CDX EAS 2 CDX EAS
HG02185 HG01816 9 29.533 2 CDX EAS 1 CDX EAS
HG02186 HG01046 6 17.956 2 CDX EAS 2 CDX EAS
HG02187 HG02364 7 19.043 2 CDX EAS 1 CDX EAS
HG02188 HG02153 15 44.652 2 CDX EAS 2 CDX EAS
HG02190 HG02178 5 15.229 2 CDX EAS 2 CDX EAS
HG02215 NA12383 7 21.703 2 GBR EUR 2 CEU EUR
HG02219 NA11920 2 8.233 1 IBS EUR 2 CEU EUR
HG02220 HG01762 9 27.336 2 IBS EUR 2 IBS EUR
HG02221 HG01762 13 38.836 1 IBS EUR 2 IBS EUR
HG02223 NA12776 6 14.519 2 IBS EUR 2 CEU EUR
HG02224 HG02230 7 19.199 1 IBS EUR 2 IBS EUR
HG02230 HG02224 7 19.199 2 IBS EUR 1 IBS EUR
HG02231 HG02026 9 27.745 1 IBS EUR 1 KHV EAS
HG02232 HG03989 5 13.568 2 IBS EUR 2 STU SAS
HG02233 HG03977 6 17 1 IBS EUR 2 ITU SAS
HG02235 HG01607 6 18.449 2 IBS EUR 2 IBS EUR
HG02236 NA12342 3 9.976 1 IBS EUR 1 CEU EUR
HG02238 HG01140 5 15.109 1 IBS EUR 2 CLM AMR
HG02239 HG02271 5 14.499 2 IBS EUR 1 PEL AMR
HG02250 HG02373 14 35.411 1 CDX EAS 1 CDX EAS
HG02252 NA19735 9 26.783 2 PEL AMR 1 MXL AMR
HG02253 HG02291 8 23.795 1 PEL AMR 1 PEL AMR
HG02255 HG02051 8 22.841 1 ACB AFR 1 ACB AFR
HG02256 HG03521 4 11.037 2 ACB AFR 1 ESN AFR
HG02259 HG01945 8 19.787 1 PEL AMR 2 PEL AMR
HG02260 HG02002 10 29.108 2 PEL AMR 1 PEL AMR
HG02262 HG02271 7 19.142 1 PEL AMR 1 PEL AMR
HG02265 HG01923 10 31.556 1 PEL AMR 1 PEL AMR
HG02266 HG02231 7 23.132 2 PEL AMR 1 IBS EUR
HG02271 HG02272 20 63.238 1 PEL AMR 2 PEL AMR
HG02272 HG02271 20 63.238 2 PEL AMR 1 PEL AMR
HG02274 HG02291 6 16.259 1 PEL AMR 1 PEL AMR
HG02275 HG02252 7 18.888 2 PEL AMR 2 PEL AMR
HG02277 HG02272 8 26.454 1 PEL AMR 2 PEL AMR
HG02278 HG01968 7 19.317 2 PEL AMR 2 PEL AMR
HG02281 HG02820 3 8.812 1 ACB AFR 2 GWD AFR
HG02282 HG02501 4 12.591 2 ACB AFR 1 ACB AFR
HG02283 HG02143 19 54.297 1 ACB AFR 1 ACB AFR
HG02284 HG02315 3 6.549 1 ACB AFR 2 ACB AFR
HG02285 HG01917 9 23.068 1 PEL AMR 1 PEL AMR
HG02286 HG01935 9 27.969 2 PEL AMR 1 PEL AMR
HG02291 HG01924 12 31.586 1 PEL AMR 2 PEL AMR
HG02292 HG01923 8 25.06 2 PEL AMR 1 PEL AMR
HG02298 HG02302 439 1604.58 2 PEL AMR 1 PEL AMR
HG02299 HG02291 6 16.377 1 PEL AMR 1 PEL AMR
HG02301 HG01939 10 38.123 2 PEL AMR 2 PEL AMR
HG02302 HG02298 439 1604.58 1 PEL AMR 2 PEL AMR
HG02304 HG02105 7 21.803 1 PEL AMR 2 PEL AMR
HG02307 NA18852 5 12.583 1 ACB AFR 2 YRI AFR
HG02308 NA20758 4 11.92 2 ACB AFR 1 TSI EUR
HG02309 HG01886 19 57.127 2 ACB AFR 2 ACB AFR
HG02312 HG02271 8 24.037 2 PEL AMR 1 PEL AMR
HG02314 HG02477 14 37.254 1 ACB AFR 2 ACB AFR
HG02315 HG02577 6 15.445 2 ACB AFR 2 ACB AFR
HG02317 HG01912 15 48.984 1 ACB AFR 1 ACB AFR
HG02318 HG01986 6 16.207 2 ACB AFR 1 ACB AFR
HG02322 HG03476 5 16.937 2 ACB AFR 2 MSL AFR
HG02323 HG02471 3 10.696 1 ACB AFR 2 ACB AFR
HG02325 HG01914 3 8.023 2 ACB AFR 1 ACB AFR
HG02330 NA18998 5 14.25 1 ACB AFR 2 JPT EAS
HG02332 NA12155 5 11.377 1 ACB AFR 1 CEU EUR
HG02334 NA18864 4 11.312 1 ACB AFR 2 YRI AFR
HG02337 HG02054 8 23.365 2 ACB AFR 2 ACB AFR
HG02339 HG02052 7 16.6 2 ACB AFR 2 ACB AFR
HG02343 HG03096 3 10.795 1 ACB AFR 1 MSL AFR
HG02345 NA12777 5 14.211 2 PEL AMR 1 CEU EUR
HG02348 HG02265 8 23.441 2 PEL AMR 1 PEL AMR
HG02351 HG02384 9 25.936 1 CDX EAS 1 CDX EAS
HG02353 HG02379 66 188.827 1 CDX EAS 1 CDX EAS
HG02355 HG04026 6 17.342 1 CDX EAS 2 ITU SAS
HG02356 HG02379 42 117.506 1 CDX EAS 1 CDX EAS
HG02360 HG03643 6 17.653 1 CDX EAS 2 STU SAS
HG02364 HG02086 10 25.847 1 CDX EAS 2 KHV EAS
HG02367 NA19065 5 15.112 1 CDX EAS 2 JPT EAS
HG02371 HG02277 3 9.239 1 CDX EAS 1 PEL AMR
HG02373 HG02250 14 35.411 1 CDX EAS 1 CDX EAS
HG02374 HG00122 5 13.886 1 CDX EAS 2 GBR EUR
HG02375 HG02154 8 19.014 1 CDX EAS 2 CDX EAS
HG02379 HG02353 66 188.827 1 CDX EAS 1 CDX EAS
HG02380 HG02156 49 160.918 1 CDX EAS 2 CDX EAS
HG02382 HG01028 6 17.738 1 CDX EAS 1 CDX EAS
HG02383 HG00418 5 14.815 1 CDX EAS 1 CHS EAS
HG02384 HG02351 9 25.936 1 CDX EAS 1 CDX EAS
HG02385 HG02250 12 32.334 1 CDX EAS 1 CDX EAS
HG02386 HG02353 29 78.199 1 CDX EAS 1 CDX EAS
HG02389 HG04164 6 16.347 1 CDX EAS 1 BEB SAS
HG02390 HG01842 5 12.917 1 CDX EAS 1 KHV EAS
HG02391 HG02182 7 20.165 1 CDX EAS 2 CDX EAS
HG02392 HG01816 6 16.54 1 CDX EAS 1 CDX EAS
HG02394 HG02151 6 19.768 1 CDX EAS 2 CDX EAS
HG02395 HG04098 8 20.59 1 CDX EAS 1 ITU SAS
HG02396 HG01046 7 18.78 1 CDX EAS 2 CDX EAS
HG02397 HG01046 12 32.382 1 CDX EAS 2 CDX EAS
HG02398 HG01812 6 13.908 1 CDX EAS 2 CDX EAS
HG02399 HG01795 9 25.161 1 CDX EAS 2 CDX EAS
HG02401 NA18648 5 14.371 1 CDX EAS 1 CHB EAS
HG02402 HG00879 8 22.032 1 CDX EAS 2 CDX EAS
HG02406 HG02061 4 12.706 1 CDX EAS 1 KHV EAS
HG02407 HG02399 6 20.375 1 CDX EAS 1 CDX EAS
HG02408 HG01801 4 12.593 1 CDX EAS 2 CDX EAS
HG02409 HG01865 5 14.442 1 CDX EAS 1 KHV EAS
HG02410 HG02353 4 13.587 1 CDX EAS 1 CDX EAS
HG02419 HG02489 6 14.256 2 ACB AFR 1 ACB AFR
HG02420 NA20514 6 16.086 1 ACB AFR 2 TSI EUR
HG02425 NA19735 5 15.998 2 PEL AMR 1 MXL AMR
HG02427 HG02537 3 11.39 2 ACB AFR 2 ACB AFR
HG02429 HG02479 87 236.624 1 ACB AFR 2 ACB AFR
HG02433 HG04211 4 10.229 1 ACB AFR 1 ITU SAS
HG02439 HG03313 3 7.837 1 ACB AFR 1 ESN AFR
HG02442 HG01308 5 16.609 1 ACB AFR 1 PUR AMR
HG02445 HG01889 4 12.612 1 ACB AFR 2 ACB AFR
HG02449 HG02555 7 18.004 1 ACB AFR 2 ACB AFR
HG02450 HG01915 9 24.755 2 ACB AFR 2 ACB AFR
HG02455 HG01882 4 12.679 1 ACB AFR 1 ACB AFR
HG02461 HG02896 6 18.492 1 GWD AFR 2 GWD AFR
HG02462 HG02611 23 61.869 2 GWD AFR 2 GWD AFR
HG02464 HG02804 22 61.462 1 GWD AFR 1 GWD AFR
HG02465 HG02464 7 21.422 2 GWD AFR 1 GWD AFR
HG02470 HG02052 2 8.674 1 ACB AFR 2 ACB AFR
HG02471 HG02485 13 34.801 2 ACB AFR 2 ACB AFR
HG02476 HG03202 3 10.472 2 ACB AFR 1 ESN AFR
HG02477 HG02314 14 37.254 2 ACB AFR 1 ACB AFR
HG02479 HG02429 87 236.624 2 ACB AFR 1 ACB AFR
HG02481 HG01896 4 12.597 1 ACB AFR 2 ACB AFR
HG02484 HG01915 28 89.357 1 ACB AFR 2 ACB AFR
HG02485 HG02471 13 34.801 2 ACB AFR 2 ACB AFR
HG02489 HG02419 6 14.256 1 ACB AFR 2 ACB AFR
HG02490 NA20775 7 18.995 1 PJL SAS 2 TSI EUR
HG02491 HG02687 10 25.184 2 PJL SAS 1 PJL SAS
HG02493 NA20763 4 12.391 1 PJL SAS 1 TSI EUR
HG02494 HG03989 5 14.744 2 PJL SAS 2 STU SAS
HG02496 HG01886 5 13.185 1 ACB AFR 2 ACB AFR
HG02497 HG01986 4 11.792 2 ACB AFR 1 ACB AFR
HG02501 HG02282 4 12.591 1 ACB AFR 2 ACB AFR
HG02502 HG03875 4 11.555 2 ACB AFR 1 ITU SAS
HG02505 HG03867 3 10.376 2 ACB AFR 1 ITU SAS
HG02508 HG02053 5 14.806 2 ACB AFR 1 ACB AFR
HG02511 HG02549 4 10.381 2 ACB AFR 2 ACB AFR
HG02512 HG02364 5 14.277 1 KHV EAS 1 CDX EAS
HG02513 HG03643 8 20.751 2 KHV EAS 2 STU SAS
HG02521 HG02069 6 14.477 1 KHV EAS 2 KHV EAS
HG02522 HG02060 5 14.696 2 KHV EAS 2 KHV EAS
HG02524 HG02050 5 14.727 1 KHV EAS 1 KHV EAS
HG02525 HG02136 3 10.152 2 KHV EAS 2 KHV EAS
HG02536 HG02420 4 10.896 1 ACB AFR 1 ACB AFR
HG02537 HG03117 5 15.143 2 ACB AFR 2 ESN AFR
HG02541 HG02052 6 14.822 1 ACB AFR 2 ACB AFR
HG02545 HG02108 4 11.257 1 ACB AFR 2 ACB AFR
HG02546 HG02555 3 9.362 2 ACB AFR 2 ACB AFR
HG02549 HG02449 5 15.569 2 ACB AFR 1 ACB AFR
HG02554 HG01046 6 18.62 1 ACB AFR 2 CDX EAS
HG02555 HG02449 7 18.004 2 ACB AFR 1 ACB AFR
HG02557 NA18907 4 10.663 1 ACB AFR 2 YRI AFR
HG02558 HG02484 5 15.458 2 ACB AFR 1 ACB AFR
HG02561 HG02574 23 57.326 1 GWD AFR 2 GWD AFR
HG02562 HG02808 6 13.934 2 GWD AFR 2 GWD AFR
HG02568 HG02052 3 10.39 2 GWD AFR 2 ACB AFR
HG02570 HG02861 3 8.871 1 GWD AFR 2 GWD AFR
HG02571 HG03250 8 26.971 2 GWD AFR 2 GWD AFR
HG02573 HG02561 13 37.919 1 GWD AFR 1 GWD AFR
HG02574 HG02561 23 57.326 2 GWD AFR 1 GWD AFR
HG02577 HG02315 6 15.445 2 ACB AFR 2 ACB AFR
HG02580 NA11829 4 10.884 2 ACB AFR 1 CEU EUR
HG02582 HG02763 15 39.089 1 GWD AFR 2 GWD AFR
HG02583 HG02763 9 30.938 2 GWD AFR 2 GWD AFR
HG02585 HG02884 5 17.09 1 GWD AFR 1 GWD AFR
HG02586 HG02301 5 12.308 2 GWD AFR 2 PEL AMR
HG02588 HG02878 4 12.504 1 GWD AFR 1 GWD AFR
HG02589 HG02837 5 11.757 2 GWD AFR 2 GWD AFR
HG02594 HG02756 4 14.458 1 GWD AFR 1 GWD AFR
HG02595 HG02675 4 9.048 2 GWD AFR 1 GWD AFR
HG02597 NA20818 5 14.104 1 PJL SAS 2 TSI EUR
HG02600 NA18998 4 11.774 1 PJL SAS 2 JPT EAS
HG02601 HG01951 6 16.323 2 PJL SAS 2 PEL AMR
HG02603 HG03971 5 14.575 1 PJL SAS 1 ITU SAS
HG02604 HG03673 6 14.647 2 PJL SAS 2 STU SAS
HG02610 HG02624 93 299.072 1 GWD AFR 2 GWD AFR
HG02611 HG02896 27 86.648 2 GWD AFR 2 GWD AFR
HG02613 HG03247 3 13.735 1 GWD AFR 2 GWD AFR
HG02614 HG03875 4 11.662 2 GWD AFR 1 ITU SAS
HG02620 NA19472 3 9.757 1 GWD AFR 2 LWK AFR
HG02621 HG02629 9 26.308 2 GWD AFR 2 GWD AFR
HG02623 HG02624 5 15.095 1 GWD AFR 2 GWD AFR
HG02624 HG02610 93 299.072 2 GWD AFR 1 GWD AFR
HG02628 NA19226 3 10.314 1 GWD AFR 1 YRI AFR
HG02629 HG02621 9 26.308 2 GWD AFR 2 GWD AFR
HG02634 HG02635 5 14.775 1 GWD AFR 2 GWD AFR
HG02635 HG02634 5 14.775 2 GWD AFR 1 GWD AFR
HG02642 HG02610 30 96.21 1 GWD AFR 1 GWD AFR
HG02643 HG02645 20 62.004 2 GWD AFR 1 GWD AFR
HG02645 HG02643 20 62.004 1 GWD AFR 2 GWD AFR
HG02646 HG02611 4 12.129 2 GWD AFR 2 GWD AFR
HG02648 HG02649 55 186.331 1 PJL SAS 2 PJL SAS
HG02649 HG02648 55 186.331 2 PJL SAS 1 PJL SAS
HG02651 HG02652 8 22.379 1 PJL SAS 2 PJL SAS
HG02652 HG02651 8 22.379 2 PJL SAS 1 PJL SAS
HG02654 HG02655 33 97.884 1 PJL SAS 2 PJL SAS
HG02655 HG02654 33 97.884 2 PJL SAS 1 PJL SAS
HG02657 HG02658 75 234.948 1 PJL SAS 2 PJL SAS
HG02658 HG02657 75 234.948 2 PJL SAS 1 PJL SAS
HG02660 HG02661 17 48.056 1 PJL SAS 2 PJL SAS
HG02661 HG02660 17 48.056 2 PJL SAS 1 PJL SAS
HG02666 HG02624 34 106.491 1 GWD AFR 2 GWD AFR
HG02667 HG03538 5 14.063 2 GWD AFR 1 GWD AFR
HG02675 HG03258 6 15.592 1 GWD AFR 1 GWD AFR
HG02676 HG03040 4 12.02 2 GWD AFR 2 GWD AFR
HG02678 NA19819 3 9.936 1 GWD AFR 2 ASW AFR
HG02679 HG02974 3 9.65 2 GWD AFR 2 ESN AFR
HG02681 HG02682 50 169.872 1 PJL SAS 2 PJL SAS
HG02682 HG02681 50 169.872 2 PJL SAS 1 PJL SAS
HG02684 HG02685 24 87.143 1 PJL SAS 2 PJL SAS
HG02685 HG02684 24 87.143 2 PJL SAS 1 PJL SAS
HG02687 HG03705 60 235.947 1 PJL SAS 1 PJL SAS
HG02688 HG03019 10 35.255 2 PJL SAS 2 PJL SAS
HG02690 HG02691 83 274.765 1 PJL SAS 2 PJL SAS
HG02691 HG02690 83 274.765 2 PJL SAS 1 PJL SAS
HG02694 HG02690 33 124.144 2 PJL SAS 1 PJL SAS
HG02696 HG02155 5 14.063 1 PJL SAS 2 CDX EAS
HG02697 NA18616 4 11.808 2 PJL SAS 2 CHB EAS
HG02699 HG02700 62 207.785 1 PJL SAS 2 PJL SAS
HG02700 HG02699 62 207.785 2 PJL SAS 1 PJL SAS
HG02702 HG02573 6 16.861 1 GWD AFR 1 GWD AFR
HG02703 HG02852 16 51.028 2 GWD AFR 2 GWD AFR
HG02715 NA19834 3 9.964 1 GWD AFR 1 ASW AFR
HG02716 HG03034 6 17.474 2 GWD AFR 2 GWD AFR
HG02721 HG03249 4 10.779 1 GWD AFR 1 GWD AFR
HG02722 HG02573 3 10.068 2 GWD AFR 1 GWD AFR
HG02724 HG02786 19 52.097 1 PJL SAS 1 PJL SAS
HG02725 HG03640 23 62.786 2 PJL SAS 2 PJL SAS
HG02727 HG02784 16 48.661 1 PJL SAS 2 PJL SAS
HG02728 HG02783 18 50.878 2 PJL SAS 1 PJL SAS
HG02731 HG04192 4 9.786 2 PJL SAS 2 BEB SAS
HG02733 HG03867 4 10.968 1 PJL SAS 1 ITU SAS
HG02734 NA19723 5 14.375 2 PJL SAS 1 MXL AMR
HG02736 HG02737 20 70.243 1 PJL SAS 2 PJL SAS
HG02737 HG02736 20 70.243 2 PJL SAS 1 PJL SAS
HG02756 HG02594 4 14.458 1 GWD AFR 1 GWD AFR
HG02757 HG02813 5 14.217 2 GWD AFR 1 GWD AFR
HG02759 HG03045 17 49.297 1 GWD AFR 1 GWD AFR
HG02760 HG03046 16 48.527 2 GWD AFR 2 GWD AFR
HG02762 HG02582 7 23.768 1 GWD AFR 1 GWD AFR
HG02763 HG02582 15 39.089 2 GWD AFR 1 GWD AFR
HG02768 HG02882 4 11.575 1 GWD AFR 2 GWD AFR
HG02769 HG04026 3 10.212 2 GWD AFR 2 ITU SAS
HG02771 HG02819 4 12.076 1 GWD AFR 1 GWD AFR
HG02772 HG03027 3 11.341 2 GWD AFR 1 GWD AFR
HG02774 HG02787 12 31.944 1 PJL SAS 2 PJL SAS
HG02775 HG03022 24 78.963 2 PJL SAS 2 PJL SAS
HG02778 HG02793 14 43.337 2 PJL SAS 2 PJL SAS
HG02780 HG02784 15 37.846 1 PJL SAS 2 PJL SAS
HG02783 HG02793 17 56.342 1 PJL SAS 2 PJL SAS
HG02784 HG03639 18 53.042 2 PJL SAS 1 PJL SAS
HG02786 HG03705 20 58.232 1 PJL SAS 1 PJL SAS
HG02787 HG02793 18 51.525 2 PJL SAS 2 PJL SAS
HG02789 HG03639 18 57.891 1 PJL SAS 1 PJL SAS
HG02790 HG02789 15 39.971 2 PJL SAS 1 PJL SAS
HG02792 HG02725 15 43.609 1 PJL SAS 2 PJL SAS
HG02793 HG02783 17 56.342 2 PJL SAS 1 PJL SAS
HG02798 HG02621 4 12.793 1 GWD AFR 2 GWD AFR
HG02799 HG03240 4 9.683 2 GWD AFR 1 GWD AFR
HG02804 HG02464 22 61.462 1 GWD AFR 1 GWD AFR
HG02805 HG02464 15 46.465 2 GWD AFR 1 GWD AFR
HG02807 HG02461 3 8.737 1 GWD AFR 1 GWD AFR
HG02808 HG02884 5 16.661 2 GWD AFR 1 GWD AFR
HG02810 HG00146 4 10.529 1 GWD AFR 2 GBR EUR
HG02811 HG03046 3 9.205 2 GWD AFR 2 GWD AFR
HG02813 HG02462 5 14.824 1 GWD AFR 2 GWD AFR
HG02814 HG02143 3 8.88 2 GWD AFR 1 ACB AFR
HG02816 NA19399 4 10.174 1 GWD AFR 2 LWK AFR
HG02817 HG02675 3 11.277 2 GWD AFR 1 GWD AFR
HG02819 HG02464 13 45.557 1 GWD AFR 1 GWD AFR
HG02820 HG02805 5 12.723 2 GWD AFR 2 GWD AFR
HG02836 HG02756 3 11.76 1 GWD AFR 1 GWD AFR
HG02837 HG02589 5 11.757 2 GWD AFR 2 GWD AFR
HG02839 HG02461 4 10.326 1 GWD AFR 1 GWD AFR
HG02840 HG02820 4 11.527 2 GWD AFR 2 GWD AFR
HG02851 HG03172 4 10.755 1 GWD AFR 1 ESN AFR
HG02852 HG02703 16 51.028 2 GWD AFR 2 GWD AFR
HG02854 HG03028 3 7.624 1 GWD AFR 2 GWD AFR
HG02855 HG02878 7 28.268 2 GWD AFR 1 GWD AFR
HG02860 NA20514 6 17.304 1 GWD AFR 2 TSI EUR
HG02861 HG02756 4 10.312 2 GWD AFR 1 GWD AFR
HG02869 HG02878 5 13.627 1 GWD AFR 1 GWD AFR
HG02870 HG02808 4 11.988 2 GWD AFR 2 GWD AFR
HG02878 HG02895 39 127.125 1 GWD AFR 1 GWD AFR
HG02879 HG02586 4 11.317 2 GWD AFR 2 GWD AFR
HG02881 HG02819 7 18.199 1 GWD AFR 1 GWD AFR
HG02882 HG02768 4 11.575 2 GWD AFR 1 GWD AFR
HG02884 HG02585 5 17.09 1 GWD AFR 1 GWD AFR
HG02885 HG02884 5 15.323 2 GWD AFR 1 GWD AFR
HG02887 HG02878 5 14.09 1 GWD AFR 1 GWD AFR
HG02888 HG02646 3 9.316 2 GWD AFR 2 GWD AFR
HG02890 HG01280 4 10.675 1 GWD AFR 1 CLM AMR
HG02891 NA19137 3 10.525 2 GWD AFR 2 YRI AFR
HG02895 HG02896 39 130.369 1 GWD AFR 2 GWD AFR
HG02896 HG02895 39 130.369 2 GWD AFR 1 GWD AFR
HG02922 HG02923 8 33.451 2 ESN AFR 1 ESN AFR
HG02923 HG02922 8 33.451 1 ESN AFR 2 ESN AFR
HG02938 HG03123 8 27.315 1 ESN AFR 2 ESN AFR
HG02941 HG03114 4 16.492 1 ESN AFR 2 ESN AFR
HG02943 HG03121 38 114.53 2 ESN AFR 2 ESN AFR
HG02944 HG03190 30 93.24 1 ESN AFR 1 ESN AFR
HG02946 HG03366 10 40.941 2 ESN AFR 2 ESN AFR
HG02947 HG03309 8 22.089 1 ESN AFR 2 ESN AFR
HG02952 HG02981 6 20.082 2 ESN AFR 1 ESN AFR
HG02953 HG03309 6 17.157 1 ESN AFR 2 ESN AFR
HG02964 HG03307 5 14.562 2 ESN AFR 1 ESN AFR
HG02965 HG02981 16 48.254 1 ESN AFR 1 ESN AFR
HG02968 HG02971 5 12.701 1 ESN AFR 1 ESN AFR
HG02970 HG03300 9 23.527 2 ESN AFR 2 ESN AFR
HG02971 HG03297 5 17.02 1 ESN AFR 2 ESN AFR
HG02973 HG03175 29 100.031 1 ESN AFR 1 ESN AFR
HG02974 HG02981 6 20.936 2 ESN AFR 1 ESN AFR
HG02976 HG02052 2 8.365 2 ESN AFR 2 ACB AFR
HG02977 HG03300 27 72.449 1 ESN AFR 2 ESN AFR
HG02979 HG03117 4 11.081 2 ESN AFR 2 ESN AFR
HG02981 HG02965 16 48.254 1 ESN AFR 1 ESN AFR
HG02982 HG02983 3 10.263 1 GWD AFR 2 GWD AFR
HG02983 HG02583 3 12.53 2 GWD AFR 2 GWD AFR
HG03006 HG03746 7 18.271 1 BEB SAS 1 STU SAS
HG03007 NA12828 9 26.892 2 BEB SAS 2 CEU EUR
HG03009 NA20850 5 11.35 1 BEB SAS 1 GIH SAS
HG03012 NA20859 3 9.938 1 BEB SAS 2 GIH SAS
HG03015 HG02687 17 53.445 1 PJL SAS 1 PJL SAS
HG03016 HG03639 15 40.721 2 PJL SAS 1 PJL SAS
HG03018 HG02687 15 45.105 1 PJL SAS 1 PJL SAS
HG03019 HG02688 10 35.255 2 PJL SAS 2 PJL SAS
HG03021 HG03491 15 43.474 1 PJL SAS 2 PJL SAS
HG03022 HG02775 24 78.963 2 PJL SAS 2 PJL SAS
HG03024 HG02716 5 15.916 1 GWD AFR 2 GWD AFR
HG03025 HG03472 4 12.431 2 GWD AFR 1 MSL AFR
HG03027 HG02808 4 11.386 1 GWD AFR 2 GWD AFR
HG03028 HG03024 4 14.897 2 GWD AFR 1 GWD AFR
HG03033 HG03034 21 57.657 1 GWD AFR 2 GWD AFR
HG03034 HG03033 21 57.657 2 GWD AFR 1 GWD AFR
HG03039 HG01958 5 15.542 1 GWD AFR 2 ACB AFR
HG03040 HG02804 4 12.229 2 GWD AFR 1 GWD AFR
HG03045 HG02759 17 49.297 1 GWD AFR 1 GWD AFR
HG03046 HG02760 16 48.527 2 GWD AFR 2 GWD AFR
HG03048 HG02878 6 19.013 1 GWD AFR 1 GWD AFR
HG03049 NA19320 3 9.519 2 GWD AFR 2 LWK AFR
HG03052 HG03454 4 9.991 2 MSL AFR 1 MSL AFR
HG03054 HG03057 26 71.525 1 MSL AFR 1 MSL AFR
HG03055 HG03428 4 11.686 2 MSL AFR 2 MSL AFR
HG03057 HG03054 26 71.525 1 MSL AFR 1 MSL AFR
HG03058 NA19093 4 10.546 2 MSL AFR 2 YRI AFR
HG03060 HG03452 3 12.099 1 MSL AFR 2 MSL AFR
HG03061 HG03457 5 13.593 2 MSL AFR 1 MSL AFR
HG03063 HG03454 3 12.658 1 MSL AFR 1 MSL AFR
HG03064 HG02052 3 7.993 2 MSL AFR 2 ACB AFR
HG03066 HG03875 4 11.644 1 MSL AFR 1 ITU SAS
HG03069 HG03054 21 55.937 1 MSL AFR 1 MSL AFR
HG03072 HG01046 6 18.59 1 MSL AFR 2 CDX EAS
HG03073 HG03097 75 207.182 2 MSL AFR 2 MSL AFR
HG03074 HG03097 16 43.824 1 MSL AFR 2 MSL AFR
HG03077 NA19172 4 10.466 1 MSL AFR 2 YRI AFR
HG03078 HG03578 3 10.007 1 MSL AFR 2 MSL AFR
HG03079 HG03069 3 9.316 2 MSL AFR 1 MSL AFR
HG03081 NA18934 4 11.497 1 MSL AFR 1 YRI AFR
HG03082 HG03479 4 14.778 2 MSL AFR 2 MSL AFR
HG03084 NA19095 4 11.087 1 MSL AFR 2 YRI AFR
HG03085 HG03454 16 47.183 2 MSL AFR 1 MSL AFR
HG03086 HG03085 5 11.921 2 MSL AFR 2 MSL AFR
HG03088 HG03073 4 10.696 2 MSL AFR 2 MSL AFR
HG03091 NA19095 4 9.32 2 MSL AFR 2 YRI AFR
HG03095 NA18923 3 7.813 2 MSL AFR 1 YRI AFR
HG03096 HG03449 4 12.417 1 MSL AFR 2 MSL AFR
HG03097 HG03073 75 207.182 2 MSL AFR 2 MSL AFR
HG03099 HG03514 16 44.047 2 ESN AFR 2 ESN AFR
HG03100 HG03114 25 70.753 1 ESN AFR 2 ESN AFR
HG03103 HG03163 8 22.742 1 ESN AFR 1 ESN AFR
HG03105 HG03366 11 34.161 2 ESN AFR 2 ESN AFR
HG03108 HG03343 9 32.006 2 ESN AFR 1 ESN AFR
HG03109 HG03367 30 97.705 1 ESN AFR 1 ESN AFR
HG03111 HG03195 8 25.515 2 ESN AFR 2 ESN AFR
HG03112 HG03354 2 5.932 1 ESN AFR 2 ESN AFR
HG03114 HG03100 25 70.753 2 ESN AFR 1 ESN AFR
HG03115 HG03514 4 11.397 1 ESN AFR 2 ESN AFR
HG03117 HG03298 12 31.504 2 ESN AFR 1 ESN AFR
HG03118 HG03372 18 46.164 1 ESN AFR 2 ESN AFR
HG03120 HG03304 10 30.387 1 ESN AFR 1 ESN AFR
HG03121 HG02943 38 114.53 2 ESN AFR 2 ESN AFR
HG03123 HG02938 8 27.315 2 ESN AFR 1 ESN AFR
