#ID nb_sup2 sum_sup2 mean_sup2 nb_sup8 sum_sup8 mean_sup8 nb_sup20 sum_sup20 mean_sup20 Sex State Region
LD0498 3 8.034 2.678 0 0 0 0 0 0 Female Kerala South
LD1092 2 13.083 6.5415 1 11.024 11.024 0 0 0 Female Tamil_Nadu South
LD1557 5 16.132 3.2264 0 0 0 0 0 0 Female Kerala South
LD1886 10 28.865 2.8865 0 0 0 0 0 0 Female Kerala South
LD0587 2 5.254 2.627 0 0 0 0 0 0 Female Kerala South
LD1146 10 65.673 6.5673 3 35.001 11.667 0 0 0 Female Tamil_Nadu South
LD0804 3 10.236 3.412 0 0 0 0 0 0 Female Uttarakhand Central
LD2085 2 13.831 6.9155 1 11.681 11.681 0 0 0 Male Haryana North
LD0277 10 29.947 2.9947 0 0 0 0 0 0 Female Rajasthan North
LD2630 2 4.68 2.34 0 0 0 0 0 0 Male Tamil_Nadu South
LD2176 3 8.459 2.81967 0 0 0 0 0 0 Female Rajasthan North
LD0730 44 321.688 7.31109 13 180.694 13.8995 2 43.671 21.8355 Female Tamil_Nadu South
LD1075 6 28.549 4.75817 1 15.241 15.241 0 0 0 Female Rajasthan North
LD2600 2 4.325 2.1625 0 0 0 0 0 0 Male Kerala South
LD0733 3 7.252 2.41733 0 0 0 0 0 0 Male Haryana North
LD1675 4 13.025 3.25625 0 0 0 0 0 0 Female Haryana North
LD2646 1 2.521 2.521 0 0 0 0 0 0 Female Haryana North
LD0811 8 45.306 5.66325 1 22.438 22.438 1 22.438 22.438 Female Kerala South
LD2506 6 21.379 3.56317 0 0 0 0 0 0 Male Rajasthan North
LD0909 71 575.908 8.11138 27 393.996 14.5924 3 71.81 23.9367 Female Tamil_Nadu South
LD0024 2 6.821 3.4105 0 0 0 0 0 0 Female Tamil_Nadu South
LD2721 1 2.768 2.768 0 0 0 0 0 0 Male Karnataka South
LD2540 2 6.647 3.3235 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2344 4 23.531 5.88275 1 16.168 16.168 0 0 0 Female Uttar_Pradesh Central
LD0786 1 4.888 4.888 0 0 0 0 0 0 Male Kerala South
LD1875 3 11.053 3.68433 0 0 0 0 0 0 Male Bihar East
LD2149 1 7.711 7.711 0 0 0 0 0 0 Female Kerala South
LD0037 5 20.35 4.07 0 0 0 0 0 0 Female Tamil_Nadu South
LD0553 64 482.048 7.532 20 302.54 15.127 3 80.457 26.819 Male Karnataka South
LD2316 2 8.551 4.2755 0 0 0 0 0 0 Female Delhi North
LD1240 0 0 0 0 0 0 0 0 0 Male Delhi North
LD2247 11 51.019 4.63809 1 9.394 9.394 0 0 0 Female Tamil_Nadu South
LD2354 16 69.409 4.33806 1 17.824 17.824 0 0 0 Male Rajasthan North
LD2712 7 21.809 3.11557 0 0 0 0 0 0 Female Rajasthan North
LD1086 53 297.946 5.62162 10 115.188 11.5188 1 20.827 20.827 Female Tamil_Nadu South
LD2698 5 20.12 4.024 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD0705 3 8.818 2.93933 0 0 0 0 0 0 Female Kerala South
LD0179 71 454.788 6.40546 19 249.791 13.1469 2 43.718 21.859 Male Karnataka South
LD1628 3 13.599 4.533 1 8.125 8.125 0 0 0 Female Kerala South
LD0670 1 2.313 2.313 0 0 0 0 0 0 Male Haryana North
LD0333 0 0 0 0 0 0 0 0 0 Female Haryana North
LD2750 5 17.21 3.442 1 8.702 8.702 0 0 0 Female Rajasthan North
LD1338 9 29.822 3.31356 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD1615 2 6.617 3.3085 0 0 0 0 0 0 Male Haryana North
LD1705 9 29.023 3.22478 0 0 0 0 0 0 Female Tamil_Nadu South
LD1526 39 245.05 6.28333 10 130.363 13.0363 1 30.085 30.085 Male Tamil_Nadu South
LD1496 5 16.332 3.2664 0 0 0 0 0 0 Male Haryana North
LD0590 4 10.784 2.696 0 0 0 0 0 0 Male Rajasthan North
LD2012 17 62.326 3.66624 1 8.165 8.165 0 0 0 Female Tamil_Nadu South
LD0923 30 175.658 5.85527 7 74.525 10.6464 0 0 0 Male Kerala South
LD2560 5 15.279 3.0558 0 0 0 0 0 0 Female Kerala South
LD1830 4 25.621 6.40525 1 13.924 13.924 0 0 0 Male Haryana North
LD0066 11 32.511 2.95555 0 0 0 0 0 0 Male Rajasthan North
LD0073 1 2.543 2.543 0 0 0 0 0 0 Female Delhi North
LD1051 28 184.065 6.57375 7 86.17 12.31 0 0 0 Female Tamil_Nadu South
LD1603 2 9.48 4.74 0 0 0 0 0 0 Male Haryana North
LD2170 23 80.762 3.51139 0 0 0 0 0 0 Female Kerala South
LD1427 2 6.168 3.084 0 0 0 0 0 0 Male Haryana North
LD2693 5 16.638 3.3276 0 0 0 0 0 0 Female Haryana North
LD2523 23 163.885 7.12543 7 89.689 12.8127 0 0 0 Male Tamil_Nadu South
LD1981 17 56.338 3.314 1 8.97 8.97 0 0 0 Male Tamil_Nadu South
LD0693 19 117.204 6.16863 3 37.315 12.4383 0 0 0 Male Tamil_Nadu South
LD2669 24 144.084 6.0035 5 66.449 13.2898 0 0 0 Male Kerala South
LD1570 8 23.246 2.90575 0 0 0 0 0 0 Female Kerala South
LD1950 1 2.453 2.453 0 0 0 0 0 0 Female Rajasthan North
LD0464 10 31.325 3.1325 0 0 0 0 0 0 Female Kerala South
LD2688 2 5.61 2.805 0 0 0 0 0 0 Female Kerala South
LD2367 7 52.849 7.54986 3 35.528 11.8427 0 0 0 Female Kerala South
LD0903 2 6.162 3.081 0 0 0 0 0 0 Female Kerala South
LD1835 2 5.677 2.8385 0 0 0 0 0 0 Female Kerala South
LD2514 41 186.439 4.54729 5 49.649 9.9298 0 0 0 Female Tamil_Nadu South
LD1642 5 15.79 3.158 0 0 0 0 0 0 Female Kerala South
LD2738 2 4.629 2.3145 0 0 0 0 0 0 Female Kerala South
LD0233 11 51.78 4.70727 3 27.082 9.02733 0 0 0 Female Kerala South
LD0415 34 97.982 2.88182 0 0 0 0 0 0 Female Kerala South
LD2249 0 0 0 0 0 0 0 0 0 Female Karnataka South
LD2713 7 42.191 6.02729 2 18.115 9.0575 0 0 0 Female Bihar East
LD0351 1 2.495 2.495 0 0 0 0 0 0 Male Rajasthan North
LD2576 3 17.923 5.97433 1 9.962 9.962 0 0 0 Female Rajasthan North
LD0255 5 14.452 2.8904 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0222 9 27.651 3.07233 0 0 0 0 0 0 Male Kerala South
LD2323 1 2.493 2.493 0 0 0 0 0 0 Female Haryana North
LD0982 7 23.011 3.28729 0 0 0 0 0 0 Male Kerala South
LD2624 1 3.572 3.572 0 0 0 0 0 0 Male Tamil_Nadu South
LD0097 7 23.474 3.35343 0 0 0 0 0 0 Male Haryana North
LD2167 2 4.665 2.3325 0 0 0 0 0 0 Male Kerala South
LD2199 19 92.837 4.88616 4 41.977 10.4942 0 0 0 Female Tamil_Nadu South
LD0979 1 2.143 2.143 0 0 0 0 0 0 Female Rajasthan North
LD1850 6 21.398 3.56633 0 0 0 0 0 0 Female Karnataka South
LD0986 0 0 0 0 0 0 0 0 0 Female Kerala South
LD1395 2 6.096 3.048 0 0 0 0 0 0 Male Haryana North
LD2520 3 6.349 2.11633 0 0 0 0 0 0 Male Rajasthan North
LD1588 1 2.545 2.545 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0478 5 12.24 2.448 0 0 0 0 0 0 Female Rajasthan North
LD2418 1 2.808 2.808 0 0 0 0 0 0 Female Rajasthan North
LD0038 4 10.993 2.74825 0 0 0 0 0 0 Female Kerala South
LD1373 0 0 0 0 0 0 0 0 0 Male Rajasthan North
LD2363 2 6.681 3.3405 0 0 0 0 0 0 Female Haryana North
LD0205 2 4.532 2.266 0 0 0 0 0 0 Male Karnataka South
LD2071 2 7.38 3.69 0 0 0 0 0 0 Male Rajasthan North
LD2130 1 3.161 3.161 0 0 0 0 0 0 Female Rajasthan North
LD0285 5 25.625 5.125 0 0 0 0 0 0 Male Kerala South
LD1397 1 2.057 2.057 0 0 0 0 0 0 Female Haryana North
LD0661 9 34.329 3.81433 1 11.924 11.924 0 0 0 Female Kerala South
LD1819 2 5.651 2.8255 0 0 0 0 0 0 Corrected_Male Tamil_Nadu South
LD0604 3 7.067 2.35567 0 0 0 0 0 0 Male Kerala South
LD2707 16 88.11 5.50687 3 34.764 11.588 0 0 0 Female Kerala South
LD1622 5 17.396 3.4792 0 0 0 0 0 0 Female Kerala South
LD1003 3 7.058 2.35267 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD1085 1 4.039 4.039 0 0 0 0 0 0 Male Tamil_Nadu South
LD0413 5 13.462 2.6924 0 0 0 0 0 0 Female Rajasthan North
LD2155 3 8.53 2.84333 0 0 0 0 0 0 Female Rajasthan North
LD1941 31 87.647 2.82732 0 0 0 0 0 0 Female Kerala South
LD1174 1 2.487 2.487 0 0 0 0 0 0 Female Tamil_Nadu South
LD2009 9 32.997 3.66633 0 0 0 0 0 0 Male Kerala South
LD0752 5 18.23 3.646 0 0 0 0 0 0 Female Rajasthan North
LD1281 17 88.582 5.21071 4 39.599 9.89975 0 0 0 Male Kerala South
LD1444 3 8.095 2.69833 0 0 0 0 0 0 Female Kerala South
LD0659 23 105.413 4.58317 2 24.136 12.068 0 0 0 Female Kerala South
LD2735 50 238.169 4.76338 7 77.252 11.036 0 0 0 Male Tamil_Nadu South
LD0173 1 2.545 2.545 0 0 0 0 0 0 Female Delhi North
LD2278 13 47.324 3.64031 0 0 0 0 0 0 Male Kerala South
LD0606 0 0 0 0 0 0 0 0 0 Female Karnataka South
LD2725 4 11.226 2.8065 0 0 0 0 0 0 Female Haryana North
LD2711 4 12.15 3.0375 0 0 0 0 0 0 Female Kerala South
LD2565 1 2.781 2.781 0 0 0 0 0 0 Female Karnataka South
LD0997 1 2.16 2.16 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD1323 1 3.549 3.549 0 0 0 0 0 0 Male Kerala South
LD1659 0 0 0 0 0 0 0 0 0 Male Haryana North
LD0347 2 9.463 4.7315 0 0 0 0 0 0 Female Karnataka South
LD2037 2 4.996 2.498 0 0 0 0 0 0 Male Haryana North
LD2335 44 178.365 4.05375 3 31.481 10.4937 0 0 0 Female Kerala South
LD2113 1 2.473 2.473 0 0 0 0 0 0 Female Rajasthan North
LD1841 3 10.08 3.36 0 0 0 0 0 0 Male West_Bengal East
LD1699 73 660.701 9.0507 28 453.567 16.1988 7 201.921 28.8459 Female Tamil_Nadu South
LD0008 0 0 0 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2228 8 24.321 3.04013 0 0 0 0 0 0 Female Rajasthan North
LD1343 1 2.108 2.108 0 0 0 0 0 0 Female Kerala South
LD0557 3 39.325 13.1083 2 31.747 15.8735 1 20.585 20.585 Female Tamil_Nadu South
LD1066 5 17.138 3.4276 0 0 0 0 0 0 Male Haryana North
LD1331 5 21.279 4.2558 0 0 0 0 0 0 Male Bihar East
LD2495 1 3.161 3.161 0 0 0 0 0 0 Male Karnataka South
LD0824 2 5.058 2.529 0 0 0 0 0 0 Female Karnataka South
LD1195 1 2.026 2.026 0 0 0 0 0 0 Male Kerala South
LD0454 4 10.466 2.6165 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD2230 16 69.551 4.34694 3 29.371 9.79033 0 0 0 Female Tamil_Nadu South
